RSLA\BIBL\0000262701 ; https://spbarchives.ru/web/group/information_resources/-/archivestore/fund/1-15?_archivestore_WAR_archivestoreportlet_redirect=%2Fweb%2Fgroup%2Finformation_resources%2F-%2Farchivestore%2Ffunds%2F1%3F_archivestore_WAR_archivestoreportlet_filterFundNumber%3D9610%26_archivestore_WAR_archivestoreportlet_filterFundName%3D%26_archivestore_WAR_archivestoreportlet_filterFundStartYear%3D%26_archivestore_WAR_archivestoreportlet_filterFundEndYear%3D ;0; ;
RSLA\BIBL\0000262710 ; http://opisi.rgae.ru//scripts/uis/rgae_any.php?base=mysql:rgae&list=&sort=&idObj=7277399 ;0; ;
RSLA\BIBL\0000262724 ; http://opisi.rgae.ru//scripts/uis/rgae_any.php?base=mysql:rgae&list=&sort=&idObj=7277399 ;0; ;
RSLA\BIBL\0000263228 ; http://zamyatin.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000263252 ; http://ivanov.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000263354 ; http://sunny-genre.narod.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000263355 ; http://www.fragrantica.ru/ ;0; ;
RSLA\BIBL\0000263362 ; http://www.kinoexpert.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000263565 ; http://www.kinometro.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000263566 ; http://seance.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000263577 ; http://www.mosfilm.ru/ ;0; ;
RSLA\BIBL\0000264122 ; http://www.cinematheque.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000264124 ; http://www.kinomania.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000264126 ; http://ruskino.ru/ ;0; ;
RSLA\BIBL\0000264128 ; http://www.gosniir.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000264156 ; http://korzhev.com/ ;1; HTTP/1.1 200 Ok;
RSLA\BIBL\0000264157 ; http://www.deineka.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000264158 ; http://veresh.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000264159 ; http://artsurikov.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000265892 ; http://rusrealart.ru/index.php ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000265928 ; http://soros.novgorod.ru/projects/Toolkit/toolkit.htm ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000265974 ; http://www.vostlit.info/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267657 ; http://krylov.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267660 ; http://kuzmin.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267731 ; http://www.rus-shake.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267756 ; http://around-shake.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267762 ; http://www.world-shake.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267779 ; http://www.jtheatre.info/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267791 ; http://rybmuseum.ru/index.php/ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267878 ; http://lvov.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000267901 ; http://merezhkovskiy.lit-info.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000268031 ; http://www.verman-art.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000268061 ; http://opisi.rgae.ru/scripts/uis/rgae_any.php?base=mysql:rgae&list=&sort=&idObj=5809761 ;0; ;
RSLA\BIBL\0000268067 ; http://skor-art.ru/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000268073 ; https://artchive.ru/ ;0; ;
RSLA\BIBL\0000268223 ; http://nabokov.niv.ru ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000268303 ; http://starieknigi.info/ ;1; HTTP/1.1 200 OK;
RSLA\BIBL\0000268309 ; http://www.mosantico.ru/ ;1; HTTP/1.1 200 OK;
